"[1.0649509803921569, 0.4172794117647059]","[0.9938725490196079, 0.3869485294117647]","[0.9448529411764706, 0.3492647058823529]","[0.9129901960784313, 0.31433823529411764]","[0.9007352941176471, 0.2821691176470588]","[1.0159313725490196, 0.28125]","[1.0061274509803921, 0.22334558823529413]","[1.0012254901960784, 0.1875]","[1.0, 0.15900735294117646]","[1.0661764705882353, 0.2775735294117647]","[1.079656862745098, 0.21599264705882354]","[1.088235294117647, 0.17738970588235295]","[1.0968137254901962, 0.1488970588235294]","[1.107843137254902, 0.2867647058823529]","[1.1213235294117647, 0.23161764705882354]","[1.1286764705882353, 0.19669117647058823]","[1.1348039215686274, 0.16819852941176472]","[1.142156862745098, 0.30514705882352944]","[1.1654411764705883, 0.26746323529411764]","[1.178921568627451, 0.24356617647058823]","[1.1887254901960784, 0.22242647058823528]"
"[1.0637254901960784, 0.4163602941176471]","[0.9938725490196079, 0.3851102941176471]","[0.946078431372549, 0.3474264705882353]","[0.9142156862745098, 0.3125]","[0.9019607843137255, 0.2803308823529412]","[1.017156862745098, 0.28308823529411764]","[1.0061274509803921, 0.22426470588235295]","[1.0024509803921569, 0.18841911764705882]","[1.0036764705882353, 0.15992647058823528]","[1.0661764705882353, 0.27849264705882354]","[1.0784313725490196, 0.21599264705882354]","[1.0870098039215685, 0.17738970588235295]","[1.0955882352941178, 0.1479779411764706]","[1.1090686274509804, 0.28768382352941174]","[1.1225490196078431, 0.23069852941176472]","[1.1311274509803921, 0.1957720588235294]","[1.1360294117647058, 0.16911764705882354]","[1.1433823529411764, 0.30606617647058826]","[1.1666666666666667, 0.26838235294117646]","[1.178921568627451, 0.24356617647058823]","[1.1899509803921569, 0.22334558823529413]"
"[1.0477941176470589, 0.4365808823529412]","[0.9754901960784313, 0.41268382352941174]","[0.9301470588235294, 0.37683823529411764]","[0.9019607843137255, 0.3428308823529412]","[0.8909313725490197, 0.3115808823529412]","[1.0036764705882353, 0.3115808823529412]","[0.9950980392156863, 0.2536764705882353]","[0.991421568627451, 0.21691176470588236]","[0.9901960784313726, 0.18658088235294118]","[1.053921568627451, 0.30974264705882354]","[1.0649509803921569, 0.24724264705882354]","[1.0735294117647058, 0.20588235294117646]","[1.0808823529411764, 0.17463235294117646]","[1.0968137254901962, 0.31985294117647056]","[1.1115196078431373, 0.2619485294117647]","[1.1200980392156863, 0.2261029411764706]","[1.1262254901960784, 0.1957720588235294]","[1.1299019607843137, 0.3391544117647059]","[1.1531862745098038, 0.29963235294117646]","[1.1666666666666667, 0.27389705882352944]","[1.1764705882352942, 0.2509191176470588]"
"[1.0477941176470589, 0.4430147058823529]","[0.9779411764705882, 0.41452205882352944]","[0.9301470588235294, 0.37683823529411764]","[0.8995098039215687, 0.3428308823529412]","[0.8872549019607843, 0.3115808823529412]","[1.0036764705882353, 0.3115808823529412]","[0.9938725490196079, 0.2536764705882353]","[0.9889705882352942, 0.21783088235294118]","[0.9889705882352942, 0.18841911764705882]","[1.0526960784313726, 0.30974264705882354]","[1.0649509803921569, 0.24632352941176472]","[1.0735294117647058, 0.20588235294117646]","[1.0808823529411764, 0.17463235294117646]","[1.0943627450980393, 0.31985294117647056]","[1.1115196078431373, 0.2619485294117647]","[1.1200980392156863, 0.2261029411764706]","[1.1262254901960784, 0.19669117647058823]","[1.1299019607843137, 0.3391544117647059]","[1.1544117647058822, 0.29963235294117646]","[1.1654411764705883, 0.27389705882352944]","[1.1752450980392157, 0.25183823529411764]"
"[1.0416666666666667, 0.46875]","[0.9705882352941176, 0.4411764705882353]","[0.9227941176470589, 0.40441176470588236]","[0.8933823529411765, 0.3704044117647059]","[0.8823529411764706, 0.3382352941176471]","[0.9987745098039216, 0.3382352941176471]","[0.9889705882352942, 0.27849264705882354]","[0.9852941176470589, 0.2417279411764706]","[0.9852941176470589, 0.21231617647058823]","[1.0490196078431373, 0.33547794117647056]","[1.0600490196078431, 0.2702205882352941]","[1.0698529411764706, 0.22977941176470587]","[1.079656862745098, 0.19852941176470587]","[1.0906862745098038, 0.34558823529411764]","[1.1066176470588236, 0.2858455882352941]","[1.116421568627451, 0.25]","[1.1237745098039216, 0.22058823529411764]","[1.1262254901960784, 0.3639705882352941]","[1.150735294117647, 0.32536764705882354]","[1.1654411764705883, 0.29963235294117646]","[1.1764705882352942, 0.2775735294117647]"
"[1.0428921568627452, 0.5018382352941176]","[0.9693627450980392, 0.4733455882352941]","[0.9240196078431373, 0.4365808823529412]","[0.8946078431372549, 0.4016544117647059]","[0.8811274509803921, 0.3704044117647059]","[1.0049019607843137, 0.37316176470588236]","[0.9950980392156863, 0.30974264705882354]","[0.991421568627451, 0.27297794117647056]","[0.991421568627451, 0.24356617647058823]","[1.0563725490196079, 0.3704044117647059]","[1.071078431372549, 0.3023897058823529]","[1.0808823529411764, 0.26286764705882354]","[1.0906862745098038, 0.234375]","[1.0968137254901962, 0.3795955882352941]","[1.1139705882352942, 0.31893382352941174]","[1.1262254901960784, 0.28308823529411764]","[1.1348039215686274, 0.2545955882352941]","[1.1299019607843137, 0.39797794117647056]","[1.1544117647058822, 0.35661764705882354]","[1.1691176470588236, 0.3336397058823529]","[1.1801470588235294, 0.3134191176470588]"
"[1.0441176470588236, 0.5174632352941176]","[0.9730392156862745, 0.4880514705882353]","[0.928921568627451, 0.45036764705882354]","[0.9007352941176471, 0.41452205882352944]","[0.8848039215686274, 0.38143382352941174]","[1.0061274509803921, 0.3860294117647059]","[0.9975490196078431, 0.3244485294117647]","[0.9938725490196079, 0.28768382352941174]","[0.9938725490196079, 0.25643382352941174]","[1.0575980392156863, 0.38327205882352944]","[1.0723039215686274, 0.3161764705882353]","[1.0833333333333333, 0.2766544117647059]","[1.0931372549019607, 0.24540441176470587]","[1.099264705882353, 0.39246323529411764]","[1.116421568627451, 0.3336397058823529]","[1.1274509803921569, 0.296875]","[1.1348039215686274, 0.26746323529411764]","[1.1323529411764706, 0.4108455882352941]","[1.1568627450980393, 0.3694852941176471]","[1.170343137254902, 0.3446691176470588]","[1.1801470588235294, 0.3235294117647059]"
"[1.0465686274509804, 0.5358455882352942]","[0.9791666666666666, 0.5064338235294118]","[0.9338235294117647, 0.4678308823529412]","[0.9105392156862745, 0.4319852941176471]","[0.8946078431372549, 0.4025735294117647]","[1.0159313725490196, 0.4007352941176471]","[1.0073529411764706, 0.34375]","[1.0036764705882353, 0.3088235294117647]","[1.0036764705882353, 0.2775735294117647]","[1.0649509803921569, 0.39889705882352944]","[1.0808823529411764, 0.33639705882352944]","[1.0919117647058822, 0.29871323529411764]","[1.1029411764705883, 0.26746323529411764]","[1.1041666666666667, 0.40900735294117646]","[1.1225490196078431, 0.3547794117647059]","[1.133578431372549, 0.31985294117647056]","[1.142156862745098, 0.2913602941176471]","[1.1360294117647058, 0.42922794117647056]","[1.161764705882353, 0.3915441176470588]","[1.1752450980392157, 0.36856617647058826]","[1.1875, 0.34650735294117646]"
"[1.0477941176470589, 0.5367647058823529]","[0.9803921568627451, 0.5073529411764706]","[0.9338235294117647, 0.46875]","[0.9080882352941176, 0.4338235294117647]","[0.8946078431372549, 0.4025735294117647]","[1.0159313725490196, 0.4025735294117647]","[1.0061274509803921, 0.34558823529411764]","[1.0036764705882353, 0.3088235294117647]","[1.0049019607843137, 0.27849264705882354]","[1.0637254901960784, 0.4007352941176471]","[1.079656862745098, 0.3391544117647059]","[1.0906862745098038, 0.29963235294117646]","[1.1029411764705883, 0.26838235294117646]","[1.1041666666666667, 0.4099264705882353]","[1.1237745098039216, 0.3547794117647059]","[1.1360294117647058, 0.31985294117647056]","[1.1446078431372548, 0.29044117647058826]","[1.1372549019607843, 0.42922794117647056]","[1.1642156862745099, 0.3915441176470588]","[1.178921568627451, 0.36764705882352944]","[1.1911764705882353, 0.34558823529411764]"
"[1.053921568627451, 0.5496323529411765]","[0.9901960784313726, 0.5202205882352942]","[0.9473039215686274, 0.48253676470588236]","[0.9264705882352942, 0.4476102941176471]","[0.9117647058823529, 0.4172794117647059]","[1.0318627450980393, 0.41452205882352944]","[1.0245098039215685, 0.35753676470588236]","[1.0232843137254901, 0.3226102941176471]","[1.0245098039215685, 0.2931985294117647]","[1.0784313725490196, 0.41268382352941174]","[1.0943627450980393, 0.35110294117647056]","[1.1066176470588236, 0.31433823529411764]","[1.1176470588235294, 0.28400735294117646]","[1.1151960784313726, 0.42371323529411764]","[1.1360294117647058, 0.36764705882352944]","[1.1482843137254901, 0.3336397058823529]","[1.1580882352941178, 0.30514705882352944]","[1.1458333333333333, 0.44393382352941174]","[1.1740196078431373, 0.4071691176470588]","[1.1899509803921569, 0.38235294117647056]","[1.2009803921568627, 0.359375]"
"[1.0551470588235294, 0.5496323529411765]","[0.9926470588235294, 0.5211397058823529]","[0.9473039215686274, 0.48161764705882354]","[0.9240196078431373, 0.4485294117647059]","[0.9117647058823529, 0.4181985294117647]","[1.0306372549019607, 0.41544117647058826]","[1.0220588235294117, 0.359375]","[1.0196078431372548, 0.3235294117647059]","[1.0208333333333333, 0.29411764705882354]","[1.0772058823529411, 0.41452205882352944]","[1.0943627450980393, 0.3538602941176471]","[1.107843137254902, 0.3161764705882353]","[1.1200980392156863, 0.2849264705882353]","[1.1139705882352942, 0.42463235294117646]","[1.1372549019607843, 0.36856617647058826]","[1.150735294117647, 0.3336397058823529]","[1.1629901960784315, 0.30422794117647056]","[1.1458333333333333, 0.44485294117647056]","[1.1752450980392157, 0.4071691176470588]","[1.1924019607843137, 0.38327205882352944]","[1.2058823529411764, 0.36213235294117646]"
"[1.0600490196078431, 0.5523897058823529]","[0.9987745098039216, 0.5248161764705882]","[0.9558823529411765, 0.48713235294117646]","[0.9338235294117647, 0.453125]","[0.9215686274509803, 0.42371323529411764]","[1.0404411764705883, 0.4209558823529412]","[1.0330882352941178, 0.3648897058823529]","[1.0306372549019607, 0.32996323529411764]","[1.0318627450980393, 0.3014705882352941]","[1.0857843137254901, 0.41911764705882354]","[1.1041666666666667, 0.3584558823529412]","[1.1151960784313726, 0.32169117647058826]","[1.1274509803921569, 0.2913602941176471]","[1.1225490196078431, 0.42922794117647056]","[1.1446078431372548, 0.3740808823529412]","[1.1593137254901962, 0.3400735294117647]","[1.1691176470588236, 0.3125]","[1.1544117647058822, 0.4494485294117647]","[1.1825980392156863, 0.4117647058823529]","[1.1997549019607843, 0.38786764705882354]","[1.2120098039215685, 0.36580882352941174]"
"[1.0772058823529411, 0.5606617647058824]","[1.0147058823529411, 0.5321691176470589]","[0.9730392156862745, 0.4954044117647059]","[0.9509803921568627, 0.46231617647058826]","[0.9448529411764706, 0.43106617647058826]","[1.0563725490196079, 0.43106617647058826]","[1.0551470588235294, 0.3759191176470588]","[1.0526960784313726, 0.34099264705882354]","[1.0551470588235294, 0.3115808823529412]","[1.1029411764705883, 0.43106617647058826]","[1.125, 0.37224264705882354]","[1.1384803921568627, 0.33547794117647056]","[1.150735294117647, 0.30606617647058826]","[1.1397058823529411, 0.4420955882352941]","[1.161764705882353, 0.38878676470588236]","[1.1727941176470589, 0.3547794117647059]","[1.1825980392156863, 0.32628676470588236]","[1.1691176470588236, 0.46231617647058826]","[1.196078431372549, 0.4255514705882353]","[1.2107843137254901, 0.40349264705882354]","[1.2254901960784315, 0.38235294117647056]"
"[1.0808823529411764, 0.5670955882352942]","[1.0208333333333333, 0.5404411764705882]","[0.9779411764705882, 0.5036764705882353]","[0.9595588235294118, 0.46875]","[0.9534313725490197, 0.4384191176470588]","[1.0649509803921569, 0.4420955882352941]","[1.0600490196078431, 0.3860294117647059]","[1.0588235294117647, 0.35110294117647056]","[1.0612745098039216, 0.32169117647058826]","[1.1102941176470589, 0.44025735294117646]","[1.1286764705882353, 0.38143382352941174]","[1.1409313725490196, 0.34558823529411764]","[1.1531862745098038, 0.31433823529411764]","[1.1458333333333333, 0.45036764705882354]","[1.1678921568627452, 0.39705882352941174]","[1.1813725490196079, 0.3648897058823529]","[1.1936274509803921, 0.33639705882352944]","[1.1764705882352942, 0.4696691176470588]","[1.2022058823529411, 0.4329044117647059]","[1.2181372549019607, 0.4099264705882353]","[1.232843137254902, 0.38878676470588236]"
"[1.079656862745098, 0.5670955882352942]","[1.0220588235294117, 0.5404411764705882]","[0.9803921568627451, 0.5027573529411765]","[0.9607843137254902, 0.4696691176470588]","[0.9546568627450981, 0.43933823529411764]","[1.0637254901960784, 0.4420955882352941]","[1.0612745098039216, 0.38786764705882354]","[1.0612745098039216, 0.3538602941176471]","[1.0637254901960784, 0.3244485294117647]","[1.107843137254902, 0.4411764705882353]","[1.1286764705882353, 0.38327205882352944]","[1.1433823529411764, 0.34650735294117646]","[1.1568627450980393, 0.31525735294117646]","[1.1446078431372548, 0.45128676470588236]","[1.1666666666666667, 0.39889705882352944]","[1.1801470588235294, 0.36580882352941174]","[1.1911764705882353, 0.33731617647058826]","[1.1752450980392157, 0.47150735294117646]","[1.2022058823529411, 0.43474264705882354]","[1.2181372549019607, 0.4117647058823529]","[1.2303921568627452, 0.3897058823529412]"
"[1.0759803921568627, 0.6075367647058824]","[1.017156862745098, 0.5863970588235294]","[0.9779411764705882, 0.5523897058823529]","[0.9583333333333334, 0.5165441176470589]","[0.9497549019607843, 0.48621323529411764]","[1.0637254901960784, 0.5]","[1.0649509803921569, 0.4430147058823529]","[1.0661764705882353, 0.4117647058823529]","[1.0723039215686274, 0.38419117647058826]","[1.1090686274509804, 0.49816176470588236]","[1.1323529411764706, 0.4365808823529412]","[1.1458333333333333, 0.4007352941176471]","[1.1568627450980393, 0.3740808823529412]","[1.1433823529411764, 0.5082720588235294]","[1.1666666666666667, 0.45496323529411764]","[1.1813725490196079, 0.4227941176470588]","[1.1936274509803921, 0.39797794117647056]","[1.170343137254902, 0.5248161764705882]","[1.1973039215686274, 0.49080882352941174]","[1.2107843137254901, 0.47058823529411764]","[1.2230392156862746, 0.4522058823529412]"
"[1.0661764705882353, 0.6305147058823529]","[1.0134803921568627, 0.6029411764705882]","[0.9767156862745098, 0.5698529411764706]","[0.9595588235294118, 0.5376838235294118]","[0.9583333333333334, 0.5064338235294118]","[1.0575980392156863, 0.515625]","[1.0600490196078431, 0.4632352941176471]","[1.0612745098039216, 0.43014705882352944]","[1.0649509803921569, 0.4016544117647059]","[1.1017156862745099, 0.5165441176470589]","[1.1262254901960784, 0.46047794117647056]","[1.1409313725490196, 0.4255514705882353]","[1.1544117647058822, 0.39705882352941174]","[1.1372549019607843, 0.5284926470588235]","[1.1593137254901962, 0.47702205882352944]","[1.1740196078431373, 0.44577205882352944]","[1.1862745098039216, 0.4181985294117647]","[1.1642156862745099, 0.546875]","[1.1911764705882353, 0.5119485294117647]","[1.2071078431372548, 0.49080882352941174]","[1.2205882352941178, 0.47150735294117646]"
"[1.0649509803921569, 0.6332720588235294]","[1.0134803921568627, 0.6066176470588235]","[0.9779411764705882, 0.5744485294117647]","[0.9595588235294118, 0.5422794117647058]","[0.9583333333333334, 0.5119485294117647]","[1.0575980392156863, 0.5193014705882353]","[1.0588235294117647, 0.46599264705882354]","[1.0612745098039216, 0.43106617647058826]","[1.0661764705882353, 0.4025735294117647]","[1.1017156862745099, 0.5202205882352942]","[1.1237745098039216, 0.4632352941176471]","[1.1397058823529411, 0.4264705882352941]","[1.1531862745098038, 0.3961397058823529]","[1.1360294117647058, 0.53125]","[1.1605392156862746, 0.4788602941176471]","[1.1764705882352942, 0.44669117647058826]","[1.1875, 0.41911764705882354]","[1.1629901960784315, 0.5496323529411765]","[1.1899509803921569, 0.5147058823529411]","[1.2071078431372548, 0.49264705882352944]","[1.2193627450980393, 0.4724264705882353]"
"[1.0551470588235294, 0.6608455882352942]","[1.0061274509803921, 0.6351102941176471]","[0.9693627450980392, 0.6011029411764706]","[0.9522058823529411, 0.5698529411764706]","[0.9497549019607843, 0.5395220588235294]","[1.0477941176470589, 0.5431985294117647]","[1.0465686274509804, 0.49356617647058826]","[1.0477941176470589, 0.46231617647058826]","[1.0502450980392157, 0.43566176470588236]","[1.0906862745098038, 0.5441176470588235]","[1.1139705882352942, 0.4898897058823529]","[1.1286764705882353, 0.4568014705882353]","[1.1433823529411764, 0.42922794117647056]","[1.125, 0.5560661764705882]","[1.1482843137254901, 0.5045955882352942]","[1.1629901960784315, 0.47518382352941174]","[1.1740196078431373, 0.4485294117647059]","[1.1519607843137254, 0.5762867647058824]","[1.178921568627451, 0.5413602941176471]","[1.1948529411764706, 0.5193014705882353]","[1.2071078431372548, 0.49816176470588236]"
"[1.0551470588235294, 0.6645220588235294]","[1.0061274509803921, 0.6387867647058824]","[0.9693627450980392, 0.6047794117647058]","[0.9522058823529411, 0.5726102941176471]","[0.9497549019607843, 0.5413602941176471]","[1.0477941176470589, 0.546875]","[1.0465686274509804, 0.4954044117647059]","[1.0477941176470589, 0.46231617647058826]","[1.0526960784313726, 0.4338235294117647]","[1.0906862745098038, 0.5459558823529411]","[1.1127450980392157, 0.49172794117647056]","[1.1274509803921569, 0.4577205882352941]","[1.1433823529411764, 0.42830882352941174]","[1.125, 0.5560661764705882]","[1.1495098039215685, 0.5055147058823529]","[1.1642156862745099, 0.47518382352941174]","[1.1764705882352942, 0.4485294117647059]","[1.1519607843137254, 0.5762867647058824]","[1.178921568627451, 0.5413602941176471]","[1.1948529411764706, 0.5193014705882353]","[1.2071078431372548, 0.4990808823529412]"
"[1.0526960784313726, 0.6746323529411765]","[1.0036764705882353, 0.6488970588235294]","[0.9681372549019608, 0.6139705882352942]","[0.9497549019607843, 0.5836397058823529]","[0.9473039215686274, 0.5533088235294118]","[1.0477941176470589, 0.5560661764705882]","[1.0465686274509804, 0.5045955882352942]","[1.0465686274509804, 0.4724264705882353]","[1.0502450980392157, 0.44485294117647056]","[1.0894607843137254, 0.5560661764705882]","[1.1115196078431373, 0.5009191176470589]","[1.1274509803921569, 0.4678308823529412]","[1.1433823529411764, 0.4384191176470588]","[1.1237745098039216, 0.5670955882352942]","[1.1482843137254901, 0.515625]","[1.1629901960784315, 0.484375]","[1.1752450980392157, 0.4568014705882353]","[1.1495098039215685, 0.5873161764705882]","[1.1764705882352942, 0.5514705882352942]","[1.1936274509803921, 0.5294117647058824]","[1.2083333333333333, 0.5082720588235294]"
"[1.0477941176470589, 0.6810661764705882]","[1.0012254901960784, 0.6544117647058824]","[0.9656862745098039, 0.6194852941176471]","[0.9485294117647058, 0.5891544117647058]","[0.9473039215686274, 0.5597426470588235]","[1.045343137254902, 0.5625]","[1.045343137254902, 0.5110294117647058]","[1.0465686274509804, 0.4788602941176471]","[1.0514705882352942, 0.45036764705882354]","[1.0870098039215685, 0.5625]","[1.1102941176470589, 0.5082720588235294]","[1.1262254901960784, 0.4742647058823529]","[1.142156862745098, 0.44485294117647056]","[1.1213235294117647, 0.5744485294117647]","[1.1458333333333333, 0.5229779411764706]","[1.161764705882353, 0.49264705882352944]","[1.1740196078431373, 0.4650735294117647]","[1.1470588235294117, 0.59375]","[1.1752450980392157, 0.5588235294117647]","[1.1924019607843137, 0.5367647058823529]","[1.2058823529411764, 0.5147058823529411]"
